id_entrega,fecha,zona,tipo_pedido,clima,trafico,tiempo_entrega,retraso,lat,lng
36,2025-05-28 06:07:18.743418,Santa Ana,Supermercado,Soleado,Bajo,26,5,13.9942,-89.5597
37,2025-04-18 04:56:34.050671,La Libertad,Tienda en línea,Nublado,Alto,58,30,13.4883,-89.3222
38,2025-08-18 06:45:51.744467,San Salvador,Tienda en línea,Lluvioso,Alto,45,23,13.6929,-89.2182
39,2025-06-26 00:32:41.178492,San Miguel,Farmacia,Soleado,Bajo,30,9,13.4833,-88.1833
40,2025-08-08 01:33:02.088827,La Libertad,Supermercado,Soleado,Alto,56,33,13.4883,-89.3222
41,2025-08-27 16:22:14.162868,La Libertad,Farmacia,Nublado,Bajo,42,3,13.4883,-89.3222
42,2025-07-20 15:58:08.427663,Santa Ana,Restaurante,Soleado,Alto,38,0,13.9942,-89.5597
43,2025-05-31 02:51:39.805068,San Salvador,Restaurante,Nublado,Medio,35,0,13.6929,-89.2182
44,2025-04-22 13:37:20.061021,San Salvador,Tienda en línea,Nublado,Bajo,37,0,13.6929,-89.2182
45,2025-08-17 09:17:07.221571,San Miguel,Restaurante,Nublado,Medio,44,10,13.4833,-88.1833
46,2025-06-02 06:29:27.357744,San Salvador,Supermercado,Nublado,Medio,29,4,13.6929,-89.2182
47,2025-06-23 11:49:40.740447,La Libertad,Supermercado,Soleado,Alto,59,39,13.4883,-89.3222
48,2025-06-01 13:03:01.710783,Santa Ana,Supermercado,Soleado,Medio,28,0,13.9942,-89.5597
49,2025-08-21 02:06:01.854018,Santa Ana,Supermercado,Lluvioso,Alto,44,22,13.9942,-89.5597
50,2025-04-11 16:27:03.809282,San Salvador,Farmacia,Soleado,Alto,30,10,13.6929,-89.2182
51,2025-06-05 03:27:54.155993,San Miguel,Tienda en línea,Soleado,Alto,54,31,13.4833,-88.1833
52,2025-05-22 23:06:22.647997,San Miguel,Farmacia,Soleado,Bajo,26,0,13.4833,-88.1833
53,2025-03-28 03:35:20.525637,La Libertad,Tienda en línea,Soleado,Alto,56,35,13.4883,-89.3222
54,2025-04-08 05:21:29.619011,San Salvador,Tienda en línea,Nublado,Alto,45,19,13.6929,-89.2182
55,2025-03-11 17:48:20.868597,San Salvador,Supermercado,Soleado,Medio,28,0,13.6929,-89.2182
56,2025-06-26 18:00:31.941335,Santa Ana,Supermercado,Soleado,Alto,58,22,13.9942,-89.5597
57,2025-05-23 20:14:20.017129,Santa Ana,Restaurante,Nublado,Medio,45,19,13.9942,-89.5597
58,2025-06-21 10:11:13.694246,Santa Ana,Supermercado,Lluvioso,Medio,53,29,13.9942,-89.5597
59,2025-07-17 01:05:15.511482,Santa Ana,Supermercado,Lluvioso,Alto,48,19,13.9942,-89.5597
60,2025-03-11 04:36:47.586684,Santa Ana,Supermercado,Nublado,Alto,36,7,13.9942,-89.5597
61,2025-08-25 22:17:31.073289,La Libertad,Supermercado,Soleado,Bajo,18,0,13.4883,-89.3222
62,2025-05-09 18:24:13.825145,San Miguel,Tienda en línea,Nublado,Bajo,27,5,13.4833,-88.1833
63,2025-03-24 21:23:58.172194,San Miguel,Supermercado,Nublado,Medio,35,5,13.4833,-88.1833
64,2025-07-23 23:34:43.152282,La Libertad,Farmacia,Lluvioso,Bajo,30,0,13.4883,-89.3222
65,2025-03-17 15:56:04.761262,La Libertad,Tienda en línea,Lluvioso,Medio,44,11,13.4883,-89.3222
66,2025-03-24 23:17:31.402982,Santa Ana,Farmacia,Nublado,Alto,58,26,13.9942,-89.5597
67,2025-04-24 01:12:21.691705,Santa Ana,Tienda en línea,Nublado,Alto,54,21,13.9942,-89.5597
68,2025-03-13 00:37:17.100020,Santa Ana,Farmacia,Nublado,Bajo,36,1,13.9942,-89.5597
69,2025-07-25 10:14:25.307664,San Salvador,Tienda en línea,Soleado,Alto,56,33,13.6929,-89.2182
70,2025-06-10 03:46:46.688668,San Salvador,Tienda en línea,Soleado,Alto,29,0,13.6929,-89.2182
71,2025-04-11 13:44:59.405106,Santa Ana,Restaurante,Soleado,Alto,58,25,13.9942,-89.5597
72,2025-04-04 20:29:23.850427,San Miguel,Supermercado,Nublado,Alto,44,13,13.4833,-88.1833
73,2025-06-20 21:23:28.109692,La Libertad,Supermercado,Nublado,Medio,43,6,13.4883,-89.3222
74,2025-07-14 18:25:56.211684,San Miguel,Tienda en línea,Nublado,Medio,44,6,13.4833,-88.1833
75,2025-03-20 21:51:40.260859,La Libertad,Tienda en línea,Nublado,Bajo,18,0,13.4883,-89.3222
76,2025-07-04 08:52:54.165772,San Salvador,Tienda en línea,Lluvioso,Alto,48,12,13.6929,-89.2182
77,2025-05-25 06:38:16.854605,San Miguel,Tienda en línea,Lluvioso,Bajo,34,8,13.4833,-88.1833
78,2025-07-26 19:36:18.870744,San Salvador,Tienda en línea,Lluvioso,Medio,57,20,13.6929,-89.2182
79,2025-05-06 08:54:56.073618,La Libertad,Farmacia,Nublado,Medio,44,8,13.4883,-89.3222
80,2025-08-12 03:48:34.253832,La Libertad,Restaurante,Lluvioso,Alto,49,16,13.4883,-89.3222
81,2025-08-08 04:50:12.146343,La Libertad,Farmacia,Nublado,Alto,34,11,13.4883,-89.3222
82,2025-03-05 12:25:25.308530,La Libertad,Restaurante,Nublado,Bajo,23,0,13.4883,-89.3222
83,2025-06-02 11:17:54.914284,Santa Ana,Farmacia,Nublado,Alto,42,7,13.9942,-89.5597
84,2025-03-26 21:52:29.237431,Santa Ana,Restaurante,Lluvioso,Alto,46,22,13.9942,-89.5597
85,2025-08-07 00:35:21.879393,Santa Ana,Restaurante,Nublado,Bajo,39,4,13.9942,-89.5597
86,2025-08-26 21:53:38.915267,La Libertad,Tienda en línea,Soleado,Bajo,31,0,13.4883,-89.3222
87,2025-05-03 21:20:57.923545,Santa Ana,Restaurante,Lluvioso,Alto,41,17,13.9942,-89.5597
88,2025-06-05 14:39:42.650447,Santa Ana,Supermercado,Nublado,Medio,53,19,13.9942,-89.5597
89,2025-06-14 20:16:41.713190,Santa Ana,Farmacia,Lluvioso,Bajo,46,12,13.9942,-89.5597
90,2025-03-20 01:00:04.929687,San Miguel,Restaurante,Soleado,Bajo,20,0,13.4833,-88.1833
91,2025-05-04 13:24:42.621679,Santa Ana,Restaurante,Lluvioso,Medio,40,4,13.9942,-89.5597
92,2025-03-07 10:25:36.899895,La Libertad,Farmacia,Soleado,Alto,48,21,13.4883,-89.3222
93,2025-03-19 01:30:15.212679,San Salvador,Supermercado,Nublado,Medio,36,7,13.6929,-89.2182
94,2025-07-22 02:50:20.315971,Santa Ana,Farmacia,Nublado,Alto,41,19,13.9942,-89.5597
95,2025-06-18 01:30:08.973699,San Salvador,Restaurante,Soleado,Medio,48,14,13.6929,-89.2182
96,2025-05-30 03:16:06.453351,La Libertad,Restaurante,Soleado,Bajo,31,9,13.4883,-89.3222
97,2025-04-10 04:18:32.989194,San Salvador,Supermercado,Soleado,Medio,33,0,13.6929,-89.2182
98,2025-05-05 15:29:53.461619,San Salvador,Restaurante,Lluvioso,Medio,50,19,13.6929,-89.2182
99,2025-07-29 15:46:30.177156,San Miguel,Farmacia,Nublado,Bajo,34,11,13.4833,-88.1833
100,2025-03-03 11:06:59.050942,Santa Ana,Farmacia,Soleado,Alto,55,29,13.9942,-89.5597
101,2025-06-02 13:14:22.207290,San Salvador,Farmacia,Soleado,Medio,34,5,13.6929,-89.2182
102,2025-08-18 11:05:29.135164,San Miguel,Restaurante,Lluvioso,Alto,55,23,13.4833,-88.1833
103,2025-08-31 12:53:32.795159,La Libertad,Restaurante,Soleado,Bajo,25,3,13.4883,-89.3222
104,2025-03-16 06:24:40.306053,La Libertad,Tienda en línea,Soleado,Alto,45,9,13.4883,-89.3222
105,2025-08-14 14:52:05.063740,San Salvador,Supermercado,Soleado,Alto,56,32,13.6929,-89.2182
106,2025-04-19 15:06:57.895799,La Libertad,Tienda en línea,Soleado,Bajo,27,6,13.4883,-89.3222
107,2025-08-01 16:51:08.621361,Santa Ana,Farmacia,Nublado,Bajo,37,6,13.9942,-89.5597
108,2025-07-30 09:03:32.082452,Santa Ana,Supermercado,Lluvioso,Alto,64,32,13.9942,-89.5597
109,2025-07-28 19:12:35.118555,San Salvador,Farmacia,Soleado,Medio,49,22,13.6929,-89.2182
110,2025-05-01 18:36:44.054315,La Libertad,Tienda en línea,Nublado,Alto,44,14,13.4883,-89.3222
111,2025-07-11 17:17:19.136222,La Libertad,Restaurante,Soleado,Alto,59,26,13.4883,-89.3222
112,2025-08-05 18:28:40.072896,San Miguel,Restaurante,Lluvioso,Alto,54,24,13.4833,-88.1833
113,2025-07-15 20:43:21.885251,La Libertad,Tienda en línea,Lluvioso,Bajo,44,16,13.4883,-89.3222
114,2025-04-08 15:32:44.972048,La Libertad,Restaurante,Lluvioso,Medio,50,22,13.4883,-89.3222
115,2025-07-08 11:34:07.177108,La Libertad,Restaurante,Lluvioso,Alto,69,34,13.4883,-89.3222
116,2025-03-06 03:56:42.905491,Santa Ana,Tienda en línea,Soleado,Bajo,39,4,13.9942,-89.5597
117,2025-07-14 13:26:32.863782,La Libertad,Supermercado,Nublado,Bajo,40,16,13.4883,-89.3222
118,2025-03-13 14:12:02.520157,San Miguel,Tienda en línea,Soleado,Alto,47,11,13.4833,-88.1833
119,2025-03-18 13:05:39.771303,Santa Ana,Tienda en línea,Lluvioso,Medio,39,13,13.9942,-89.5597
120,2025-07-23 04:06:31.254444,Santa Ana,Tienda en línea,Lluvioso,Medio,40,17,13.9942,-89.5597
121,2025-06-07 14:22:26.213114,San Miguel,Restaurante,Nublado,Medio,59,20,13.4833,-88.1833
122,2025-03-30 09:00:22.879013,San Miguel,Supermercado,Nublado,Alto,52,15,13.4833,-88.1833
123,2025-08-02 13:01:18.604144,San Salvador,Supermercado,Nublado,Medio,49,24,13.6929,-89.2182
124,2025-06-22 02:12:19.940886,Santa Ana,Tienda en línea,Lluvioso,Bajo,24,2,13.9942,-89.5597
125,2025-04-03 14:09:26.326782,San Miguel,Restaurante,Soleado,Medio,28,7,13.4833,-88.1833
126,2025-05-20 14:27:17.178774,La Libertad,Restaurante,Soleado,Alto,41,8,13.4883,-89.3222
127,2025-08-25 21:47:51.609708,La Libertad,Supermercado,Nublado,Alto,30,0,13.4883,-89.3222
128,2025-06-03 09:56:52.895588,Santa Ana,Supermercado,Lluvioso,Alto,56,27,13.9942,-89.5597
129,2025-07-20 13:07:07.847531,San Miguel,Supermercado,Lluvioso,Alto,66,26,13.4833,-88.1833
130,2025-03-30 03:23:47.761914,Santa Ana,Tienda en línea,Lluvioso,Alto,35,8,13.9942,-89.5597
131,2025-06-13 03:02:12.935187,La Libertad,Restaurante,Lluvioso,Alto,62,25,13.4883,-89.3222
132,2025-04-15 21:22:33.555673,San Salvador,Supermercado,Nublado,Bajo,37,9,13.6929,-89.2182
133,2025-06-16 15:10:30.159105,San Salvador,Supermercado,Lluvioso,Bajo,32,11,13.6929,-89.2182
134,2025-04-12 02:35:23.612634,San Miguel,Supermercado,Lluvioso,Medio,45,10,13.4833,-88.1833
135,2025-06-05 22:23:12.610383,San Miguel,Supermercado,Lluvioso,Alto,52,16,13.4833,-88.1833
136,2025-07-18 09:49:15.522953,San Salvador,Tienda en línea,Soleado,Alto,55,29,13.6929,-89.2182
137,2025-07-24 22:00:42.223732,La Libertad,Farmacia,Soleado,Alto,37,1,13.4883,-89.3222
138,2025-03-26 22:40:03.965557,Santa Ana,Supermercado,Soleado,Medio,23,0,13.9942,-89.5597
139,2025-05-06 06:52:00.991886,Santa Ana,Tienda en línea,Soleado,Alto,33,0,13.9942,-89.5597
140,2025-06-21 10:21:17.418789,San Salvador,Farmacia,Lluvioso,Alto,42,21,13.6929,-89.2182
141,2025-06-22 14:33:00.800669,San Miguel,Tienda en línea,Lluvioso,Medio,50,14,13.4833,-88.1833
142,2025-06-22 15:02:50.456952,Santa Ana,Farmacia,Nublado,Bajo,42,10,13.9942,-89.5597
143,2025-06-25 04:05:15.497715,Santa Ana,Tienda en línea,Lluvioso,Medio,54,16,13.9942,-89.5597
144,2025-08-19 06:16:35.697425,San Salvador,Restaurante,Nublado,Medio,53,32,13.6929,-89.2182
145,2025-06-19 16:05:55.263812,Santa Ana,Restaurante,Lluvioso,Medio,61,33,13.9942,-89.5597
146,2025-06-21 11:08:32.983785,Santa Ana,Restaurante,Lluvioso,Bajo,26,0,13.9942,-89.5597
147,2025-07-04 08:31:28.666852,Santa Ana,Restaurante,Soleado,Alto,57,31,13.9942,-89.5597
148,2025-03-13 02:53:42.037779,Santa Ana,Tienda en línea,Lluvioso,Bajo,45,23,13.9942,-89.5597
149,2025-05-20 01:09:49.304808,San Salvador,Supermercado,Lluvioso,Medio,39,12,13.6929,-89.2182
150,2025-06-12 08:28:36.661521,La Libertad,Tienda en línea,Soleado,Medio,53,18,13.4883,-89.3222
151,2025-08-14 12:14:36.921590,San Salvador,Tienda en línea,Nublado,Alto,53,22,13.6929,-89.2182
152,2025-03-26 11:47:00.016317,Santa Ana,Restaurante,Soleado,Alto,35,1,13.9942,-89.5597
153,2025-04-22 21:07:14.291434,San Miguel,Supermercado,Nublado,Bajo,18,0,13.4833,-88.1833
154,2025-08-11 18:40:30.350609,San Salvador,Farmacia,Soleado,Medio,26,0,13.6929,-89.2182
155,2025-05-29 10:38:28.217252,San Salvador,Farmacia,Soleado,Bajo,37,6,13.6929,-89.2182
156,2025-03-26 18:29:05.832195,La Libertad,Supermercado,Nublado,Medio,48,26,13.4883,-89.3222
157,2025-05-28 18:40:51.302138,San Salvador,Farmacia,Nublado,Alto,60,27,13.6929,-89.2182
158,2025-03-19 14:40:45.210971,La Libertad,Supermercado,Lluvioso,Bajo,26,0,13.4883,-89.3222
159,2025-03-11 15:44:44.290222,La Libertad,Restaurante,Soleado,Bajo,22,0,13.4883,-89.3222
160,2025-06-14 14:36:11.597336,San Salvador,Restaurante,Lluvioso,Medio,37,16,13.6929,-89.2182
161,2025-06-29 15:12:41.752832,San Salvador,Supermercado,Soleado,Alto,54,15,13.6929,-89.2182
162,2025-05-17 05:42:20.564490,San Miguel,Supermercado,Soleado,Alto,48,24,13.4833,-88.1833
163,2025-06-04 13:47:09.208921,La Libertad,Tienda en línea,Soleado,Bajo,40,4,13.4883,-89.3222
164,2025-08-27 22:39:58.341530,Santa Ana,Farmacia,Nublado,Alto,43,11,13.9942,-89.5597
165,2025-04-12 20:24:41.303236,La Libertad,Farmacia,Nublado,Medio,36,0,13.4883,-89.3222
166,2025-04-02 00:11:20.125129,La Libertad,Supermercado,Nublado,Medio,54,28,13.4883,-89.3222
167,2025-06-03 18:09:26.929566,San Miguel,Tienda en línea,Soleado,Medio,29,4,13.4833,-88.1833
168,2025-05-15 15:18:38.562467,San Miguel,Farmacia,Soleado,Bajo,44,18,13.4833,-88.1833
169,2025-06-11 07:49:50.045899,San Salvador,Tienda en línea,Nublado,Medio,36,0,13.6929,-89.2182
170,2025-06-21 09:23:11.469701,Santa Ana,Tienda en línea,Nublado,Bajo,24,0,13.9942,-89.5597
171,2025-07-19 01:37:47.097679,San Miguel,Supermercado,Nublado,Alto,30,0,13.4833,-88.1833
172,2025-04-24 13:17:33.491907,San Salvador,Supermercado,Lluvioso,Bajo,53,20,13.6929,-89.2182
173,2025-08-22 01:51:39.528056,San Miguel,Farmacia,Nublado,Alto,52,17,13.4833,-88.1833
174,2025-07-23 22:10:52.381786,La Libertad,Supermercado,Lluvioso,Medio,66,45,13.4883,-89.3222
175,2025-05-20 04:44:20.161720,San Salvador,Supermercado,Soleado,Bajo,16,0,13.6929,-89.2182
176,2025-05-29 02:54:37.333856,San Salvador,Supermercado,Soleado,Medio,36,6,13.6929,-89.2182
177,2025-04-08 05:59:56.111807,Santa Ana,Farmacia,Lluvioso,Bajo,35,0,13.9942,-89.5597
178,2025-03-31 22:16:41.621791,San Miguel,Restaurante,Soleado,Alto,61,31,13.4833,-88.1833
179,2025-03-07 09:35:34.494899,San Salvador,Tienda en línea,Soleado,Bajo,44,22,13.6929,-89.2182
180,2025-06-07 23:53:17.256338,San Salvador,Supermercado,Soleado,Bajo,23,0,13.6929,-89.2182
181,2025-08-28 01:16:14.187288,San Miguel,Tienda en línea,Lluvioso,Bajo,42,8,13.4833,-88.1833
182,2025-06-27 03:33:48.745234,Santa Ana,Restaurante,Nublado,Alto,35,2,13.9942,-89.5597
183,2025-04-04 04:19:04.706273,San Salvador,Farmacia,Nublado,Medio,28,0,13.6929,-89.2182
184,2025-04-10 10:36:24.215245,San Miguel,Supermercado,Nublado,Medio,37,12,13.4833,-88.1833
185,2025-03-16 05:13:28.551710,San Salvador,Supermercado,Nublado,Medio,37,14,13.6929,-89.2182
186,2025-08-14 21:13:41.457762,Santa Ana,Farmacia,Nublado,Alto,50,28,13.9942,-89.5597
187,2025-05-19 01:20:27.147739,San Miguel,Farmacia,Lluvioso,Alto,43,3,13.4833,-88.1833
188,2025-03-17 06:30:24.179148,Santa Ana,Restaurante,Soleado,Medio,39,15,13.9942,-89.5597
189,2025-03-16 17:51:15.127934,La Libertad,Farmacia,Soleado,Medio,41,21,13.4883,-89.3222
190,2025-06-15 19:18:35.360349,San Salvador,Farmacia,Soleado,Bajo,41,11,13.6929,-89.2182
191,2025-04-16 03:52:10.119478,San Miguel,Farmacia,Lluvioso,Bajo,42,6,13.4833,-88.1833
192,2025-07-15 10:33:42.868751,San Salvador,Tienda en línea,Soleado,Bajo,24,2,13.6929,-89.2182
193,2025-03-13 04:06:06.478821,San Salvador,Tienda en línea,Lluvioso,Bajo,36,7,13.6929,-89.2182
194,2025-08-09 00:02:07.200917,La Libertad,Tienda en línea,Soleado,Alto,40,9,13.4883,-89.3222
195,2025-03-18 07:46:48.096755,La Libertad,Restaurante,Soleado,Bajo,17,0,13.4883,-89.3222
196,2025-08-19 05:10:44.748272,Santa Ana,Farmacia,Nublado,Alto,44,13,13.9942,-89.5597
197,2025-08-18 00:15:12.380348,Santa Ana,Supermercado,Lluvioso,Bajo,56,19,13.9942,-89.5597
198,2025-06-08 04:19:37.039202,San Miguel,Restaurante,Nublado,Alto,60,37,13.4833,-88.1833
199,2025-05-07 23:55:31.935396,La Libertad,Supermercado,Lluvioso,Bajo,52,16,13.4883,-89.3222
200,2025-05-02 15:22:01.631550,La Libertad,Supermercado,Nublado,Bajo,40,16,13.4883,-89.3222
201,2025-06-19 02:55:43.705355,La Libertad,Supermercado,Nublado,Alto,56,26,13.4883,-89.3222
202,2025-07-16 03:20:55.428767,La Libertad,Farmacia,Nublado,Bajo,31,0,13.4883,-89.3222
203,2025-08-17 02:34:33.108980,La Libertad,Farmacia,Lluvioso,Bajo,30,0,13.4883,-89.3222
204,2025-08-07 00:53:51.744086,La Libertad,Tienda en línea,Lluvioso,Bajo,52,18,13.4883,-89.3222
205,2025-08-10 07:41:56.639849,San Miguel,Farmacia,Nublado,Medio,54,25,13.4833,-88.1833
206,2025-04-27 07:56:40.840299,La Libertad,Restaurante,Lluvioso,Medio,56,18,13.4883,-89.3222
207,2025-03-16 08:14:33.801724,San Salvador,Farmacia,Soleado,Medio,53,33,13.6929,-89.2182
208,2025-03-08 10:00:24.719661,Santa Ana,Farmacia,Nublado,Bajo,20,0,13.9942,-89.5597
209,2025-05-11 11:08:27.911315,San Miguel,Restaurante,Nublado,Medio,38,0,13.4833,-88.1833
210,2025-04-24 17:58:47.877439,San Salvador,Restaurante,Nublado,Alto,43,12,13.6929,-89.2182
211,2025-05-23 18:01:48.222782,San Salvador,Tienda en línea,Lluvioso,Medio,63,43,13.6929,-89.2182
212,2025-05-07 07:42:21.787167,Santa Ana,Farmacia,Soleado,Alto,35,9,13.9942,-89.5597
213,2025-05-10 11:05:14.282865,San Miguel,Supermercado,Lluvioso,Bajo,41,4,13.4833,-88.1833
214,2025-05-04 00:40:01.527591,Santa Ana,Restaurante,Nublado,Bajo,21,1,13.9942,-89.5597
215,2025-08-04 08:56:54.891706,Santa Ana,Restaurante,Nublado,Medio,40,16,13.9942,-89.5597
216,2025-06-20 15:50:10.641201,San Salvador,Supermercado,Lluvioso,Alto,61,30,13.6929,-89.2182
217,2025-06-26 14:40:25.515247,Santa Ana,Restaurante,Nublado,Medio,39,5,13.9942,-89.5597
218,2025-06-06 12:49:48.475113,San Salvador,Farmacia,Lluvioso,Bajo,45,15,13.6929,-89.2182
219,2025-05-01 07:21:52.631036,Santa Ana,Supermercado,Soleado,Medio,45,20,13.9942,-89.5597
220,2025-06-09 14:57:38.881896,Santa Ana,Supermercado,Lluvioso,Bajo,31,10,13.9942,-89.5597
221,2025-04-30 07:17:58.091499,San Salvador,Farmacia,Soleado,Medio,55,33,13.6929,-89.2182
222,2025-07-19 15:36:11.578595,Santa Ana,Supermercado,Soleado,Bajo,19,0,13.9942,-89.5597
223,2025-04-30 10:42:45.212330,La Libertad,Tienda en línea,Nublado,Alto,58,27,13.4883,-89.3222
224,2025-05-25 15:11:14.535723,San Miguel,Restaurante,Soleado,Medio,50,19,13.4833,-88.1833
225,2025-08-13 17:16:40.228922,San Salvador,Farmacia,Nublado,Alto,29,3,13.6929,-89.2182
226,2025-06-12 14:11:21.980023,Santa Ana,Supermercado,Nublado,Alto,34,0,13.9942,-89.5597
227,2025-04-11 18:45:24.783671,Santa Ana,Tienda en línea,Soleado,Medio,46,21,13.9942,-89.5597
228,2025-08-04 10:50:40.919554,La Libertad,Restaurante,Nublado,Bajo,23,0,13.4883,-89.3222
229,2025-06-28 06:23:48.192925,Santa Ana,Restaurante,Nublado,Medio,38,8,13.9942,-89.5597
230,2025-05-28 00:38:42.923771,La Libertad,Farmacia,Nublado,Alto,45,10,13.4883,-89.3222
231,2025-03-15 07:32:37.531982,Santa Ana,Restaurante,Soleado,Medio,20,0,13.9942,-89.5597
232,2025-06-11 03:37:26.319094,San Salvador,Farmacia,Lluvioso,Bajo,45,20,13.6929,-89.2182
233,2025-06-30 19:59:44.630962,San Salvador,Tienda en línea,Nublado,Bajo,30,0,13.6929,-89.2182
234,2025-03-31 00:34:14.018808,La Libertad,Restaurante,Lluvioso,Medio,41,9,13.4883,-89.3222
235,2025-08-18 03:23:30.777268,La Libertad,Restaurante,Soleado,Alto,37,9,13.4883,-89.3222
236,2025-08-21 03:50:35.705035,La Libertad,Tienda en línea,Soleado,Bajo,29,3,13.4883,-89.3222
237,2025-03-30 01:57:05.846488,La Libertad,Restaurante,Nublado,Alto,54,23,13.4883,-89.3222
238,2025-05-09 19:33:19.218450,San Salvador,Tienda en línea,Lluvioso,Bajo,25,0,13.6929,-89.2182
239,2025-06-21 22:22:15.875594,San Salvador,Farmacia,Soleado,Alto,44,9,13.6929,-89.2182
240,2025-03-26 00:37:40.682265,San Miguel,Farmacia,Lluvioso,Alto,50,14,13.4833,-88.1833
241,2025-08-06 04:54:08.126338,San Salvador,Restaurante,Lluvioso,Alto,54,19,13.6929,-89.2182
242,2025-06-06 09:17:46.014541,La Libertad,Tienda en línea,Nublado,Medio,49,17,13.4883,-89.3222
243,2025-06-03 00:56:14.226027,San Salvador,Farmacia,Lluvioso,Alto,60,25,13.6929,-89.2182
244,2025-04-30 10:55:31.756226,San Salvador,Farmacia,Soleado,Alto,37,13,13.6929,-89.2182
245,2025-07-25 01:37:46.717337,San Miguel,Restaurante,Lluvioso,Bajo,32,0,13.4833,-88.1833
246,2025-06-06 10:13:00.935360,San Salvador,Farmacia,Soleado,Medio,40,18,13.6929,-89.2182
247,2025-08-26 12:55:06.700282,La Libertad,Supermercado,Nublado,Alto,50,13,13.4883,-89.3222
248,2025-03-29 01:25:53.154916,San Miguel,Restaurante,Soleado,Bajo,21,0,13.4833,-88.1833
249,2025-08-02 13:57:19.881756,Santa Ana,Restaurante,Lluvioso,Bajo,36,10,13.9942,-89.5597
